gender,age,height,weight,race,major,year,centre
Female,19.13,169.4,64.02,Black,Mathematics and Statistics,2002,Online
Male,20.38,169.98,65.74,Black,Economics and Finance,2001,Campus
Male,21.03,170.77,64.16,Black,Biology,2000,Online
Male,21.49,171.99,66.88,Black,Biology,2002,Campus
Male,20.92,169.89,63.98,Black,Environmental Sciences,2001,Online
Female,21.55,171.71,65.81,Black,Economics and Finance,2000,Online
Female,20.21,169.53,65.74,Black,Political Science,2002,Online
Female,21.45,170.43,65.94,Black,Mathematics and Statistics,2001,Online
Female,20.46,170.61,64.48,Black,Biology,2000,Online
Female,20.54,170.33,66.43,Black,Biology,2002,Online
Male,19.59,168.86,64.45,Black,Environmental Sciences,2001,Online
Male,18.49,167.88,62.89,Black,Political Science,2000,Online
Female,20.22,170.43,64.12,Black,Environmental Sciences,2002,Campus
Female,20.14,170.76,65.63,Black,Political Science,2001,Online
Male,20.55,170.22,65.06,Black,Economics and Finance,2000,Campus
Male,19.62,170.27,65.46,Black,Biology,2002,Online
Female,20.08,169.23,63.91,Black,Social Sciences,2001,Campus
Female,20.49,171.21,65.15,Black,Political Science,2000,Campus
Female,20.24,170.43,65.66,Black,Political Science,2002,Online
Female,19.71,170.14,64.75,Black,Political Science,2001,Campus
Male,19.82,170.03,65.69,Black,Biology,2000,Online
Female,20.91,170.1,65.52,Black,Political Science,2002,Online
Male,19.52,170.17,65.51,Black,Environmental Sciences,2001,Campus
Female,19.35,169.56,63.86,Black,Social Sciences,2000,Campus
Male,19.2,170.6,65.43,Black,Environmental Sciences,2002,Campus
Male,18.4,168.97,63.13,Black,Economics and Finance,2001,Online
Female,20.05,170.34,65.12,Black,Biology,2000,Campus
Male,20.74,169.82,65.14,Black,Biology,2002,Campus
Male,20.31,169.65,65.37,Black,Economics and Finance,2001,Online
Female,20.99,170.41,66.15,Black,Biology,2000,Online
Male,20.45,170.57,65.6,Black,Environmental Sciences,2002,Campus
Female,19.34,168.91,63.82,Black,Environmental Sciences,2001,Online
Female,18.74,168.94,63.25,Black,Environmental Sciences,2000,Online
Female,19.08,169.39,64.36,Black,Economics and Finance,2002,Online
Female,19.42,170.7,64.83,Black,Biology,2001,Online
Female,20.34,169.55,62.8,Black,Biology,2000,Online
Male,20.71,170.13,65.72,Black,Political Science,2002,Online
Male,20.92,170.24,65.31,Black,Environmental Sciences,2001,Online
Male,18.44,169.7,65.18,Black,Environmental Sciences,2000,Campus
Male,19.12,169.27,63.84,Black,Political Science,2002,Campus
Female,20.01,169.35,64.1,Black,Biology,2001,Online
Male,20.77,170.51,65.11,Black,Political Science,2000,Campus
Male,20.34,170.5,64.79,Black,Economics and Finance,2002,Online
Female,19.56,169.54,65.09,Black,Political Science,2001,Campus
Male,20.02,170.68,65.07,Black,Economics and Finance,2000,Campus
Male,19.38,169.94,65.1,Black,Economics and Finance,2002,Online
Female,19.9,169.58,65.75,Black,Political Science,2001,Online
Male,20.77,170.83,66.48,Black,Environmental Sciences,2000,Online
Female,19.59,170.03,65.28,Black,Social Sciences,2002,Campus
Female,19.05,167.8,63.85,Black,Social Sciences,2001,Campus
Female,20.67,170.84,65.07,Black,Political Science,2000,Online
Female,21.9,171.06,66.02,Black,Social Sciences,2002,Campus
Male,19.95,169.28,64.56,Black,Environmental Sciences,2001,Online
Male,20.46,170.17,64.87,Black,Mathematics and Statistics,2000,Campus
Male,19.23,169.35,64.69,Black,Environmental Sciences,2002,Online
Male,19.59,169.65,65.24,Black,Mathematics and Statistics,2001,Campus
Male,19.92,170.42,66.39,Black,Mathematics and Statistics,2000,Online
Male,20.79,171.84,67.16,Black,Mathematics and Statistics,2002,Campus
Female,21.99,170.92,65.64,Black,Political Science,2001,Online
Male,18.72,168.79,64.78,Black,Economics and Finance,2000,Campus
Male,21.34,171.09,65.26,Black,Environmental Sciences,2002,Online
Female,19.37,169.47,64.28,Black,Environmental Sciences,2001,Campus
Male,21.04,169.39,64.96,Black,Social Sciences,2000,Campus
Male,19.53,168.33,64.68,Black,Social Sciences,2002,Online
Female,19.36,170.81,66.2,Black,Environmental Sciences,2001,Online
Female,19.91,169.93,65.14,Black,Biology,2000,Campus
Female,18.76,168.9,64.03,Black,Political Science,2002,Online
Female,19.49,168.87,65.5,Black,Environmental Sciences,2001,Campus
Male,18.34,168.69,65.03,Black,Mathematics and Statistics,2000,Online
Male,19.63,168.74,64.62,Black,Political Science,2002,Campus
Female,19.05,168.36,63.62,Black,Mathematics and Statistics,2001,Online
Female,20.83,170.67,65.04,Black,Political Science,2000,Campus
Female,22.2,172.66,67.24,Black,Social Sciences,2002,Online
Female,20.04,170.49,65.01,Black,Economics and Finance,2001,Online
Female,20.62,170.57,66.14,Black,Social Sciences,2000,Online
Female,19.1,169.51,64.77,Black,Social Sciences,2002,Campus
Female,22.25,170.06,66.04,Black,Biology,2001,Online
Female,20.65,171.53,66.5,Black,Environmental Sciences,2000,Online
Female,21.01,170.41,65.52,Black,Political Science,2002,Online
Male,20.33,169.93,65.17,Black,Mathematics and Statistics,2001,Campus
Female,18.8,168.73,66.04,Black,Environmental Sciences,2000,Online
Male,19.65,170.46,65.95,Black,Mathematics and Statistics,2002,Online
Female,20.19,170.13,65.26,Black,Political Science,2001,Online
Female,19.59,169.72,64.07,Black,Mathematics and Statistics,2000,Online
Female,20.95,171.34,63.29,Black,Economics and Finance,2002,Online
Female,19.87,169.54,65.37,Black,Social Sciences,2001,Campus
Female,20.61,169.86,64.81,Black,Social Sciences,2000,Online
Female,19.31,168.86,64.56,Black,Economics and Finance,2002,Campus
Male,19.89,169.3,64.63,Black,Mathematics and Statistics,2001,Campus
Female,21.21,169.18,64.51,Black,Environmental Sciences,2000,Online
Female,19.76,169.4,64.8,Black,Social Sciences,2002,Campus
Female,20.05,170.32,65.33,Black,Social Sciences,2001,Online
Male,22.4,171.7,66.38,Black,Environmental Sciences,2000,Campus
Female,18.79,169.07,64.49,Black,Social Sciences,2002,Campus
Male,22.92,172.25,67.31,Black,Economics and Finance,2001,Campus
Female,19.73,169.55,64.65,Black,Mathematics and Statistics,2000,Online
Female,19,169.36,63.65,Black,Social Sciences,2002,Campus
Male,20.41,169.13,65.16,Black,Mathematics and Statistics,2001,Campus
Female,19.6,169.31,63.39,Black,Political Science,2000,Campus
Male,21.33,171.81,66.1,Black,Environmental Sciences,2002,Online
Male,19.8,169.79,64.16,Black,Political Science,2001,Online
Male,19.94,170.08,66.02,Black,Political Science,2000,Campus
Male,21.42,170.88,65.04,Black,Environmental Sciences,2002,Online
Female,22.07,169.9,66.02,Black,Mathematics and Statistics,2001,Campus
Female,20.34,170.28,66.21,Black,Social Sciences,2000,Campus
Male,19.99,170.03,66.78,Black,Mathematics and Statistics,2002,Campus
Female,19.89,170.74,64.9,Black,Environmental Sciences,2001,Online
Female,20.78,170.66,65.78,Black,Environmental Sciences,2000,Online
Female,20.21,170.38,65.15,Black,Environmental Sciences,2002,Online
Male,20.38,168.89,65.48,Black,Political Science,2001,Campus
Female,22,171.53,65.61,Black,Environmental Sciences,2000,Online
Female,19.77,169.74,64.2,Black,Biology,2002,Campus
Male,19.87,170.52,64.96,Black,Environmental Sciences,2001,Online
Female,18.88,168.12,64.35,Black,Economics and Finance,2000,Online
Female,20.03,170.83,65.01,Black,Environmental Sciences,2002,Campus
Female,19.58,169.72,63.88,Black,Social Sciences,2001,Campus
Male,20.1,170.59,65.18,Black,Mathematics and Statistics,2000,Campus
Male,20.75,172.05,65.85,Black,Mathematics and Statistics,2002,Online
Female,18.38,168.01,62.19,Black,Political Science,2001,Online
Male,20.98,170.79,63.61,Black,Economics and Finance,2000,Online
Female,18.49,169.28,63.9,Black,Biology,2002,Online
Male,21.86,171.08,64.91,Black,Economics and Finance,2001,Online
Male,21.05,169.4,65.03,Black,Economics and Finance,2000,Campus
Male,19.87,168.72,64.41,Black,Environmental Sciences,2002,Campus
Female,18.38,168.68,63.93,Black,Political Science,2001,Online
Female,20.23,169.41,63.98,Black,Biology,2000,Online
Female,20.07,170.76,64.01,Black,Biology,2002,Campus
Male,19.29,168.27,64.43,Black,Environmental Sciences,2001,Online
Female,20.65,170.41,66.88,Black,Political Science,2000,Campus
Female,20.61,170.67,65.77,Black,Social Sciences,2002,Campus
Male,19.38,169.72,65.05,Black,Biology,2001,Online
Female,19.6,168.48,63.18,Black,Political Science,2000,Online
Female,19.02,169.67,63.56,Black,Economics and Finance,2002,Campus
Female,21.71,171.47,66.02,Black,Environmental Sciences,2001,Online
Female,19.89,170.09,65.55,Black,Economics and Finance,2000,Online
Male,20.21,170.78,63.48,Black,Environmental Sciences,2002,Online
Female,21.04,170.03,65.27,Black,Environmental Sciences,2001,Online
Male,20.9,169.96,65.12,Black,Mathematics and Statistics,2000,Campus
Female,19.21,168.3,64.61,Black,Social Sciences,2002,Online
Male,19.64,170.55,63.74,Black,Environmental Sciences,2001,Online
Female,17.46,169.76,64.11,Black,Political Science,2000,Campus
Male,19.9,168.81,63.66,Black,Environmental Sciences,2002,Online
Male,19.66,169.83,63.5,Black,Social Sciences,2001,Online
Female,18.42,168.33,63.65,Black,Economics and Finance,2000,Campus
Male,21.11,170.72,66.47,Black,Mathematics and Statistics,2002,Campus
Male,19.51,169.76,66.07,Black,Economics and Finance,2001,Online
Female,19.24,169.35,65.19,Black,Political Science,2000,Campus
Male,22.15,171.3,64.8,Black,Mathematics and Statistics,2002,Online
Male,20.3,170.62,65.42,Black,Political Science,2001,Online
Male,19.93,170.77,64.92,Black,Mathematics and Statistics,2000,Online
Male,20.75,170,64.27,Black,Economics and Finance,2002,Online
Male,19.84,169.04,63.94,Black,Environmental Sciences,2001,Campus
Male,20.58,171.48,65.12,Black,Environmental Sciences,2000,Campus
Male,20.16,169.15,65.37,Black,Social Sciences,2002,Campus
Female,18.42,169.78,65.62,Black,Biology,2001,Campus
Male,20.03,170.36,64.69,Black,Economics and Finance,2000,Campus
Male,19.69,169.39,64.25,Black,Social Sciences,2002,Online
Male,19.82,169.1,63.82,Black,Economics and Finance,2001,Online
Female,19.74,169.99,64.47,Black,Political Science,2000,Online
Female,21.45,170.92,65.53,Black,Mathematics and Statistics,2002,Campus
Female,21.17,171.47,66.93,Black,Political Science,2001,Campus
Male,19.89,170.35,64.68,Black,Mathematics and Statistics,2000,Online
Male,20.41,170.26,64.25,Black,Political Science,2002,Campus
Male,18.95,169.41,63.88,Black,Political Science,2001,Campus
Male,21.2,170.04,65.58,Black,Environmental Sciences,2000,Campus
Female,18.77,167.88,63.05,Black,Political Science,2002,Online
Male,19.93,170.03,65.07,Black,Political Science,2001,Online
Male,19.84,169.64,65.14,Black,Social Sciences,2000,Campus
Male,19.94,170.62,65.86,Black,Political Science,2002,Online
Female,18.64,168.44,63.17,Black,Social Sciences,2001,Campus
Female,20.41,169.44,64.45,Black,Social Sciences,2000,Online
Male,19.84,170.08,64.55,Black,Social Sciences,2002,Online
Male,19.36,169.01,63.81,Black,Social Sciences,2001,Online
Male,21.38,170.92,64.91,Black,Biology,2000,Online
Female,20.79,170.18,65.16,Black,Economics and Finance,2002,Online
Female,19.99,169.15,64.96,Black,Social Sciences,2001,Campus
Male,18.66,170.25,64.59,Black,Environmental Sciences,2000,Online
Female,20.94,171.04,65.04,Black,Social Sciences,2002,Online
Male,20.96,170.74,65.03,Black,Environmental Sciences,2001,Online
Male,20.36,169.95,65.24,Black,Biology,2000,Campus
Male,19.06,169.99,64.88,Black,Economics and Finance,2002,Online
Male,20.23,169.44,65.16,Black,Mathematics and Statistics,2001,Campus
Female,20.14,168.89,64.35,Black,Biology,2000,Online
Male,20.39,171.95,66.9,Black,Economics and Finance,2002,Campus
Female,20.51,169.32,66.45,Black,Mathematics and Statistics,2001,Campus
Male,20.35,170.03,65.07,Black,Mathematics and Statistics,2000,Campus
Female,20.78,171.22,65.77,Black,Economics and Finance,2002,Online
Female,20.01,170.58,66.67,Black,Economics and Finance,2001,Online
Male,19.35,170,64.95,Black,Economics and Finance,2000,Campus
Male,17.96,169.14,63.76,Black,Mathematics and Statistics,2002,Campus
Male,19.62,170.9,65.27,Black,Economics and Finance,2001,Campus
Female,19.29,170.38,64.24,Black,Political Science,2000,Online
Female,20.04,169.38,64.78,Black,Social Sciences,2002,Campus
Male,20.64,169.94,65.18,Black,Mathematics and Statistics,2001,Campus
Male,20.12,170.35,64.8,Black,Political Science,2000,Campus
Male,18.69,170.56,66.14,Black,Environmental Sciences,2002,Online
Male,22.25,170.7,65.81,Black,Mathematics and Statistics,2001,Online
Male,19.95,168.97,66.25,Black,Economics and Finance,2000,Online
Male,20.52,170.44,64.45,Black,Environmental Sciences,2002,Online
Female,20.43,170.65,64.65,Black,Political Science,2001,Campus
Male,18.48,168.48,64.14,Black,Mathematics and Statistics,2000,Online
Male,19.06,169.02,64.07,Black,Mathematics and Statistics,2002,Campus
Female,18.81,169.26,65.42,Black,Biology,2001,Online
Female,21.18,170.35,66.43,Black,Biology,2000,Online
Female,21.09,170.28,65.47,Black,Biology,2002,Campus
Female,20.71,170.18,65.87,Black,Political Science,2001,Online
Male,19.96,169.99,64.74,Black,Mathematics and Statistics,2000,Online
Female,20.57,170.96,65.47,Black,Environmental Sciences,2002,Campus
Male,20.45,170.16,65.31,Black,Social Sciences,2001,Online
Female,20.41,170.49,64.03,Black,Economics and Finance,2000,Online
Male,21.29,171.38,66.06,Black,Economics and Finance,2002,Online
Female,20.79,170.44,64.94,Black,Biology,2001,Online
Female,19.45,170.33,65.3,Black,Environmental Sciences,2000,Campus
Female,19.11,168.66,64.39,Black,Political Science,2002,Online
Female,20.37,170.65,64.24,Black,Biology,2001,Online
Female,18.45,169.93,64.2,Black,Political Science,2000,Online
Male,19.16,169.85,65.5,Black,Economics and Finance,2002,Campus
Male,18.86,168.12,64.09,Black,Biology,2001,Online
Female,19.14,168.31,63.35,Black,Biology,2000,Campus
Female,20.52,171.49,66.1,Black,Political Science,2002,Online
Male,22.22,172.18,66.51,Black,Mathematics and Statistics,2001,Online
Male,19.79,170.22,65.04,Black,Environmental Sciences,2000,Online
Female,18.54,169.6,64.54,Black,Environmental Sciences,2002,Online
Female,20.62,170.22,66.48,Black,Social Sciences,2001,Online
Male,19.88,170.7,64.64,Black,Political Science,2000,Online
Female,20.8,171.22,64.58,Black,Social Sciences,2002,Online
Female,20.58,170.31,64.21,Black,Social Sciences,2001,Online
Female,19.53,169.42,65.59,Black,Biology,2000,Online
Female,17.89,167.83,65.12,Black,Biology,2002,Online
Male,18.27,167.78,63.97,Black,Political Science,2001,Campus
Male,19,169.92,65.06,Black,Political Science,2000,Online
Male,19.78,170.57,64.19,Black,Economics and Finance,2002,Online
Male,20.42,170.22,65.43,Black,Environmental Sciences,2001,Online
Female,19.14,170.35,65.14,Black,Biology,2000,Online
Female,20.37,169.93,63.98,Black,Biology,2002,Campus
Female,19.71,169.52,64.63,Black,Social Sciences,2001,Online
Female,21.62,172.06,66.3,Black,Political Science,2000,Campus
Female,20.75,170.91,66.05,Black,Environmental Sciences,2002,Campus
Female,20.42,170.17,63.94,Black,Environmental Sciences,2001,Online
Male,20.49,167.97,64.09,Black,Mathematics and Statistics,2000,Campus
Female,18.33,169.77,64.42,Black,Environmental Sciences,2002,Online
Male,19.11,168.55,63.55,Black,Political Science,2001,Online
Male,21.03,170.94,65.37,Black,Mathematics and Statistics,2000,Online
Male,18.29,168.06,63.39,Black,Mathematics and Statistics,2002,Campus
Male,20.67,170.46,64.13,Black,Political Science,2001,Online
Male,20.35,170.33,64.22,Black,Mathematics and Statistics,2000,Online
Female,21.94,171.31,65.95,Black,Political Science,2002,Online
Female,21.2,171.14,66.05,Black,Biology,2001,Online
Male,20.75,168.94,66.35,Black,Environmental Sciences,2000,Campus
Male,20.4,170.53,65.31,Black,Environmental Sciences,2002,Campus
Female,20.98,170.53,64.79,Black,Political Science,2001,Online
Male,19.08,170.19,64.03,Black,Environmental Sciences,2000,Campus
Male,19.78,169.02,63.76,Black,Social Sciences,2002,Online
Male,21.86,170.21,65.61,Black,Environmental Sciences,2001,Online
Female,20.05,170.05,66.39,Black,Mathematics and Statistics,2000,Online
Female,18.64,168.79,65.48,Black,Biology,2002,Online
Female,18.59,168.68,63.5,Black,Political Science,2001,Campus
Female,20.54,170.29,64.9,Black,Social Sciences,2000,Online
Male,19.97,170.66,65.64,Black,Mathematics and Statistics,2002,Online
Male,19.32,169.24,65.54,Black,Mathematics and Statistics,2001,Campus
Female,18.59,169.54,64.55,Black,Environmental Sciences,2000,Campus
Female,22.89,172.16,65.65,Black,Biology,2002,Campus
Female,20.63,171.36,66.06,Black,Biology,2001,Campus
Female,20.44,170.26,64.21,Black,Social Sciences,2000,Online
Female,20.64,169.83,64.79,Black,Political Science,2002,Campus
Male,21.08,170.2,64.83,Black,Biology,2001,Campus
Female,18,169.22,63.57,Black,Environmental Sciences,2000,Online
Female,19.3,169.63,64.71,Black,Environmental Sciences,2002,Campus
Male,19.65,169.44,64.33,Black,Biology,2001,Campus
Male,20.22,168.94,64.28,Black,Economics and Finance,2000,Online
Male,19.55,169.4,65.32,Black,Mathematics and Statistics,2002,Online
Male,20.39,170.22,63.44,Black,Biology,2001,Online
Male,19.63,168.72,64.06,Black,Social Sciences,2000,Campus
Female,19.2,169.76,64.77,Black,Political Science,2002,Campus
Female,19.95,170.2,64.21,Black,Mathematics and Statistics,2001,Campus
Male,21.15,170.18,65.85,Black,Economics and Finance,2000,Online
Male,21.82,171.15,65.98,Black,Social Sciences,2002,Campus
Female,20.63,170.96,65.74,Black,Environmental Sciences,2001,Online
Female,19.38,169.2,64.63,Black,Biology,2000,Campus
Male,21.06,171.37,64.9,Black,Mathematics and Statistics,2002,Online
Female,19.94,169.17,64.33,Black,Political Science,2001,Campus
Female,19.96,168.39,64.84,Black,Social Sciences,2000,Online
Female,19.8,169.84,65.83,Black,Environmental Sciences,2002,Campus
Male,19.85,170.03,64.27,Black,Political Science,2001,Campus
